document,page,date,title,studio,type,text
USMC-ELOreport-May2011.pdf,4,,AMC Memorial Day Weekend Documentary Shorts,,DOCUMENTARIES,19 May for rough cuts.
USMC-ELOreport-May2011.pdf,4,,AMC Memorial Day Weekend Bumpers,,DOCUMENTARIES,“” — DoD entered into an agreement with this
USMC-ELOreport-May2011.pdf,4,,AMC Memorial Day Weekend Bumpers,,DOCUMENTARIES,production company to provide service members in uniform for a shoot in Chicago.
USMC-ELOreport-May2011.pdf,4,,AMC Memorial Day Weekend Bumpers,,DOCUMENTARIES,"Producers filmed several polished close-ups of RS Chicago Marines in dress blues, and"
USMC-ELOreport-May2011.pdf,4,,AMC Memorial Day Weekend Bumpers,,DOCUMENTARIES,the images will be used to create images and graphic elements that will serve as
USMC-ELOreport-May2011.pdf,4,,AMC Memorial Day Weekend Bumpers,,DOCUMENTARIES,bumpers in and out of commercial breaks during AMC Memorial Day Weekend
USMC-ELOreport-May2011.pdf,4,,AMC Memorial Day Weekend Bumpers,,DOCUMENTARIES,programming schedule
USMC-ELOreport-May2011.pdf,4,,AMC Memorial Day Weekend Bumpers,,DOCUMENTARIES,Viewed rough cut with no changes recommended from any
USMC-ELOreport-May2011.pdf,4,,AMC Memorial Day Weekend Bumpers,,DOCUMENTARIES,of the services.
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,“” — Real American Hero LLC: Former °°) is creating a
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,documentary on Lance Cpl
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,"Jonathan Kyle Price, a friend who was killed in Iraq"
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,He
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,requested to film aboard MCRD San Diego to capture B-roll footage of recruit training
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,and interview two drill instructors
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,MCRD San Diego PAO agreed to let him shoot
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,aboard the base and LA PAO created a DSA March 24th
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,DSA executed
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,MCRD San
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,Diego PA escorted April 25th
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,LAPA contacted the producer 16 May concerning
USMC-ELOreport-May2011.pdf,4,,Small Town Boy,,DOCUMENTARIES,update on rough cut.
USMC-ELOreport-May2011.pdf,4,,Togetherness,,DOCUMENTARIES,“” — MC Heritage Foundation: Pecan Productions has requested to embed
USMC-ELOreport-May2011.pdf,4,,Togetherness,,DOCUMENTARIES,Prof
USMC-ELOreport-May2011.pdf,4,,Togetherness,,DOCUMENTARIES,Andrew Lubin with Il MEF (Fwd) units in Afghanistan to highlight the efforts of
USMC-ELOreport-May2011.pdf,4,,Togetherness,,DOCUMENTARIES,Marines
USMC-ELOreport-May2011.pdf,4,,Togetherness,,DOCUMENTARIES,DSA executed
USMC-ELOreport-May2011.pdf,4,,Togetherness,,DOCUMENTARIES,Awaiting complete turnover and adjustment of | MEF and II
USMC-ELOreport-May2011.pdf,4,,Togetherness,,DOCUMENTARIES,MEF
USMC-ELOreport-May2011.pdf,4,,Togetherness,,DOCUMENTARIES,"Embed began 12 May, anticipated return of 18 June."
USMC-ELOreport-May2011.pdf,5,,Route 66 — Along The Mother Road,,DOCUMENTARIES,“” — Adler Productions is producing a three series
USMC-ELOreport-May2011.pdf,5,,Route 66 — Along The Mother Road,,DOCUMENTARIES,documentary featuring Route 66
USMC-ELOreport-May2011.pdf,5,,Route 66 — Along The Mother Road,,DOCUMENTARIES,A portion of the route is in close proximity to
USMC-ELOreport-May2011.pdf,5,,Route 66 — Along The Mother Road,,DOCUMENTARIES,MCCAGTC 29 Palms and the production wishes to highlight the everyday life and
USMC-ELOreport-May2011.pdf,5,,Route 66 — Along The Mother Road,,DOCUMENTARIES,training that occurs in the Mojave Desert
USMC-ELOreport-May2011.pdf,5,,Route 66 — Along The Mother Road,,DOCUMENTARIES,DSA executed
USMC-ELOreport-May2011.pdf,5,,Route 66 — Along The Mother Road,,DOCUMENTARIES,29 Palms PA to escort
USMC-ELOreport-May2011.pdf,5,,Route 66 — Along The Mother Road,,DOCUMENTARIES,filming on 23 May
USMC-ELOreport-May2011.pdf,5,,Route 66 — Along The Mother Road,,DOCUMENTARIES,MCCAGTC is currently under a three-week training stand down
USMC-ELOreport-May2011.pdf,5,,Route 66 — Along The Mother Road,,DOCUMENTARIES,to allow trainers to execute annual leave
USMC-ELOreport-May2011.pdf,5,,Route 66 — Along The Mother Road,,DOCUMENTARIES,Production is aware and plans to re-
USMC-ELOreport-May2011.pdf,5,,Route 66 — Along The Mother Road,,DOCUMENTARIES,engage the first week of Oct for filming.
USMC-ELOreport-May2011.pdf,5,,The Young Marines,,DOCUMENTARIES,“” — Independent release: Corduroy Media is producing this
USMC-ELOreport-May2011.pdf,5,,The Young Marines,,DOCUMENTARIES,"documentary, which follows the lives of four young people as they enter recruit training"
USMC-ELOreport-May2011.pdf,5,,The Young Marines,,DOCUMENTARIES,for The Young Marines youth program
USMC-ELOreport-May2011.pdf,5,,The Young Marines,,DOCUMENTARIES,The film not only highlights the program but the
USMC-ELOreport-May2011.pdf,5,,The Young Marines,,DOCUMENTARIES,"characters that participate, focusing on the recruits’ private lives as well as their"
USMC-ELOreport-May2011.pdf,5,,The Young Marines,,DOCUMENTARIES,experience in recruit training
USMC-ELOreport-May2011.pdf,5,,The Young Marines,,DOCUMENTARIES,"Producers filmed a day in the life of CWO3 John Walter,"
USMC-ELOreport-May2011.pdf,5,,The Young Marines,,DOCUMENTARIES,the guardian of one of the young boys Feb
USMC-ELOreport-May2011.pdf,5,,The Young Marines,,DOCUMENTARIES,4.
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,“” — Discovery Channel: 2 Roosters Media has been contracted to
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,produce a second season of the highly-rated series and requested to film the
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,Reconnaissance Team Leaders Course at SOI-W
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,TECOM PA and SOI command
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,deck onboard
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,DSA executed
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,A portion of the training depicted in the series will take
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,"place aboard Naval Base Coronado, coordination with Navy LA PA established"
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,Due to
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,"concerns from SOI-W staff about course execution (second iteration of actual course),"
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,"on 23 Feb, filming has been delayed to the third iteration of the course in late July."
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,Coordination from TECOM down will resume 1 May
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,Met with production and SOI-
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,W/AITB on 23 Mar
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,and discussed logistical support
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,Tentative dates set for filming of
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,"RTLC 2-11, which begins 25 July"
USMC-ELOreport-May2011.pdf,5,,Surviving The Cut,,DOCUMENTARIES,Email conversation with RTC on 4 May finds a
